transaction_id,user_id,transaction_amount,transaction_type,account_balance,device_type,location,merchant_category,ip_address_flag,previous_fraudulent_activity,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,risk_score,is_weekend,fraud_label,hour,day_of_week,is_night,is_business_hours,is_small_amount,amount_log,is_high_risk,is_low_risk,is_high_frequency,has_recent_failures,suspicious_ip,has_fraud_history,weekend_with_failures
45905,7475,116.06,3,32683.15,0,2,4,0,0,9,466.85,3,3,107,2971.22,1,0.772,0,0,2,0,1,0,0,4.7626866238630745,1,0,0,1,0,0,0
9233,3510,200.12,1,43514.52,1,3,4,0,0,6,382.32,1,2,132,3992.76,0,0.4115,1,0,15,6,0,1,0,5.303901744841937,0,0,0,1,0,0,1
15039,5346,4.35,0,11625.47,2,0,3,0,0,14,242.29,0,0,99,2948.04,3,0.6874,0,0,7,4,0,0,1,1.6770965609079151,0,0,1,0,0,0,0
13613,2930,78.3,1,70824.08,0,0,0,0,0,9,147.76,1,0,43,260.21,3,0.6108,1,0,11,5,0,1,0,4.373238128640803,0,0,0,1,0,0,1
12597,202,116.36,3,12538.54,1,3,1,0,1,2,124.4,4,0,102,596.43,2,0.6077,0,1,13,3,0,1,0,4.765246133834726,0,0,0,1,0,1,0
5266,2922,6.71,2,24531.42,0,1,4,0,1,2,18.65,2,3,73,1942.89,0,0.1764,0,0,20,2,0,0,1,2.0425181875752383,0,1,0,1,0,1,0
16305,6268,201.5,3,98215.23,1,4,2,0,0,2,218.81,3,3,114,4783.65,1,0.9428,0,1,20,2,0,0,0,5.310739886546594,1,0,0,1,0,0,0
2043,8238,27.34,0,36640.67,0,1,0,0,0,7,472.66,1,2,50,2990.63,0,0.0597,1,0,11,5,0,1,0,3.3442742342625342,0,1,0,1,0,0,1
39843,2976,30.6,2,35520.46,1,4,1,0,0,1,395.51,0,1,149,4639.01,1,0.9725,0,1,0,2,1,0,0,3.4531571205928664,1,0,0,0,0,0,0
26847,5103,128.67,1,59764.05,1,0,3,0,0,11,59.02,1,1,141,2894.77,1,0.8919,0,1,15,0,0,1,0,4.864992761560793,1,0,1,1,0,0,0
1256,4355,151.03,3,9562.48,0,4,2,1,0,3,397.06,1,2,73,558.21,2,0.5506,0,0,15,1,0,1,0,5.024077869792745,0,0,0,1,1,0,0
44624,7467,30.75,3,37797.24,0,2,2,0,0,6,381.99,1,1,47,1318.25,1,0.8771,0,1,21,2,0,0,0,3.457892725338701,1,0,0,1,0,0,0
48788,3140,90.31,2,74657.49,2,1,2,0,0,13,58.8,0,0,94,1322.53,1,0.8957,0,1,15,4,0,1,0,4.514260310628249,1,0,1,0,0,0,0
18775,1048,134.6,2,73350.36,1,3,4,0,1,4,237.88,1,2,29,1060.0,3,0.3545,1,0,0,6,1,0,0,4.909709375506295,0,0,0,1,0,1,1
4656,614,226.27,2,69408.63,0,0,1,0,0,3,194.31,4,0,19,1023.63,2,0.8616,0,1,19,2,0,0,0,5.426138737985921,1,0,0,1,0,0,0
2957,7041,173.61,1,89980.45,1,1,4,0,0,11,104.95,1,0,98,2850.82,2,0.5988,1,0,10,5,0,1,0,5.162554915534036,0,0,1,1,0,0,1
15716,5321,117.78,2,55531.66,0,0,3,1,0,2,413.31,1,3,151,4912.07,3,0.4144,0,0,16,3,0,1,0,4.777273042587714,0,0,0,1,1,0,0
17575,4639,8.93,0,24489.86,2,2,2,0,1,5,366.19,2,3,139,848.38,1,0.5531,0,0,2,0,1,0,1,2.295560478057081,0,0,0,1,0,1,0
29285,3472,58.3,3,49292.25,0,0,3,1,0,6,117.55,2,0,204,1874.73,1,0.6127,0,0,18,4,0,0,0,4.08260930600368,0,0,0,1,1,0,0
6314,8071,107.96,2,66570.47,2,0,0,0,0,10,213.84,1,1,130,3198.86,3,0.4885,0,0,1,2,1,0,0,4.690980842401202,0,0,0,1,0,0,0
45547,1100,400.49,0,56342.31,2,0,4,1,0,3,417.8,2,3,69,2857.95,1,0.1099,0,0,11,0,0,1,0,5.995182626476393,0,1,0,1,1,0,0
16322,4651,66.4,2,75869.61,2,1,0,0,0,7,427.37,3,3,126,1269.62,2,0.6807,0,0,19,4,0,0,0,4.210645017918261,0,0,0,1,0,0,0
4782,5921,261.96,2,98326.48,1,1,2,0,0,10,125.35,2,0,185,3081.7,3,0.6169,0,0,8,2,0,0,0,5.572001929355964,0,0,0,1,0,0,0
31532,7694,33.23,3,99107.98,1,0,3,0,0,10,349.38,2,2,196,2391.28,3,0.8097,0,0,1,4,1,0,0,3.533102452542094,1,0,0,1,0,0,0
8363,4122,66.96,0,39966.87,1,2,0,0,0,4,12.67,0,3,163,2943.92,2,0.0009,0,0,7,3,0,0,0,4.2189192968037315,0,1,0,0,0,0,0
16395,4236,191.32,2,8908.35,1,4,2,0,0,3,316.64,3,0,165,4884.35,2,0.1267,0,0,5,2,1,0,0,5.259160651346843,0,1,0,1,0,0,0
49186,3796,92.84,1,94782.29,0,4,3,0,0,14,294.56,4,3,212,2788.74,2,0.3167,0,1,10,0,0,1,0,4.54159120434522,0,0,1,1,0,0,0
48200,1676,67.41,3,78505.57,2,1,1,0,1,10,168.89,0,3,226,3837.85,1,0.8501,0,1,13,2,0,1,0,4.2255190127729065,1,0,0,0,0,1,0
1074,588,30.26,3,38254.08,1,4,0,0,0,3,307.3,0,2,63,4715.93,3,0.6332,0,0,22,4,1,0,0,3.4423393249933305,0,0,0,0,0,0,0
19992,682,90.65,0,45664.36,0,3,2,0,0,13,217.31,2,0,124,1640.67,0,0.5467,0,0,22,2,1,0,0,4.517976974285714,0,0,1,1,0,0,0
11276,8911,306.45,1,36430.7,0,1,4,0,0,8,487.24,4,2,95,4604.37,0,0.1352,0,1,5,4,1,0,0,5.7283124723994785,0,1,0,1,0,0,0
30138,509,30.33,2,1034.65,0,2,1,0,0,13,215.11,2,1,103,2437.8,3,0.0875,0,0,0,0,1,0,0,3.4445761049641,0,1,1,1,0,0,0
32819,2831,3.02,2,93463.45,2,2,4,1,0,2,41.3,3,3,218,2930.22,0,0.6207,1,0,7,6,0,0,1,1.3912819026309295,0,0,0,1,1,0,1
49778,2727,87.89,1,20235.63,1,0,4,0,0,4,306.18,4,2,183,4210.59,3,0.3421,0,1,15,0,0,1,0,4.487399650253583,0,0,0,1,0,0,0
44354,7740,161.84,0,71723.83,2,4,1,0,0,1,339.56,0,1,195,1910.14,3,0.5058,0,0,7,2,0,0,0,5.092768123634778,0,0,0,0,0,0,0
21279,737,29.69,3,96927.12,2,0,0,0,0,10,398.8,1,2,92,2447.49,1,0.5985,0,0,2,2,1,0,0,3.4239368686316447,0,0,0,1,0,0,0
37988,7020,137.07,2,67898.55,2,1,4,0,0,12,48.46,0,1,211,3644.61,3,0.7749,0,0,20,2,0,0,0,4.927760802928061,1,0,1,0,0,0,0
25459,5485,58.68,3,76801.13,1,2,3,0,0,13,245.9,0,1,21,1691.32,0,0.9475,0,1,5,4,1,0,0,4.088996955895506,1,0,1,0,0,0,0
26031,3443,143.89,0,97739.18,2,4,0,0,0,9,64.59,0,2,33,4933.71,2,0.8877,0,1,18,0,0,0,0,4.97597483383263,1,0,0,0,0,0,0
49593,7353,105.06,3,57847.97,2,3,3,0,0,6,422.16,0,3,73,1587.28,3,0.0298,0,0,7,3,0,0,0,4.664004971708984,0,1,0,0,0,0,0
22428,4557,37.64,1,73477.74,0,1,4,0,0,10,327.63,3,0,165,4041.38,2,0.0058,0,0,14,1,0,1,0,3.654288009344317,0,1,0,1,0,0,0
40064,2044,245.7,0,47037.93,2,4,3,0,1,8,54.2,0,0,235,420.03,2,0.1991,0,0,3,0,1,0,0,5.508173023535311,0,1,0,0,0,1,0
26483,2999,24.08,3,24794.34,1,0,1,0,0,2,207.69,3,1,69,275.47,3,0.537,0,0,2,2,1,0,0,3.22207071576472,0,0,0,1,0,0,0
15424,5903,190.4,2,43079.05,2,2,4,0,0,13,490.23,2,2,21,3796.06,2,0.8355,0,0,3,1,1,0,0,5.254365479018854,1,0,1,1,0,0,0
28477,5058,121.32,1,54503.16,0,0,3,0,0,12,30.93,1,0,29,470.87,3,0.7787,0,0,11,2,0,1,0,4.8066405616208066,1,0,1,1,0,0,0
18561,2715,34.46,1,77942.08,1,3,0,0,0,1,250.11,0,2,10,4354.3,0,0.1407,1,0,5,5,1,0,0,3.5684053006460617,0,1,0,0,0,0,0
44920,3772,32.03,2,9405.67,1,2,0,0,0,4,388.88,0,2,46,3631.47,0,0.003,0,0,18,0,0,0,0,3.4974162394026984,0,1,0,0,0,0,0
27384,3,38.72,3,66506.39,0,4,3,0,0,14,303.39,4,0,188,595.11,0,0.2752,0,1,4,2,1,0,0,3.681854839176972,0,1,1,1,0,0,0
11853,4792,277.28,3,89527.7,2,1,4,0,0,10,102.91,3,2,220,3785.81,2,0.597,0,0,14,0,0,1,0,5.6286278010554405,0,0,0,1,0,0,0
48086,4356,9.64,3,35740.01,2,1,0,0,0,4,118.82,2,0,30,23.21,1,0.805,0,0,18,1,0,0,1,2.3646204839134985,1,0,0,1,0,0,0
47681,5713,51.26,0,87068.58,2,4,1,0,0,8,238.39,4,1,35,3850.24,0,0.6927,1,1,15,6,0,1,0,3.9562312600924665,0,0,0,1,0,0,1
17599,4873,190.86,3,84947.73,0,2,2,0,0,11,201.37,4,2,216,1666.18,0,0.7194,0,1,5,3,1,0,0,5.256765939389801,1,0,1,1,0,0,0
17206,2317,57.12,1,78290.71,1,3,0,0,0,14,306.21,3,1,81,1515.87,1,0.1018,0,0,15,3,0,1,0,4.062509838702082,0,1,1,1,0,0,0
42503,8072,33.93,1,86598.8,1,1,3,0,0,2,441.77,1,3,144,50.43,3,0.8777,0,1,10,1,0,1,0,3.5533460588187404,1,0,0,1,0,0,0
34864,8122,117.71,2,29551.47,0,1,2,0,0,3,338.03,0,1,116,1451.07,2,0.1431,0,0,12,0,0,1,0,4.776683544065443,0,1,0,0,0,0,0
29422,8367,74.33,0,65274.69,2,2,3,0,0,3,71.5,3,3,172,4357.6,2,0.0187,0,0,21,1,0,0,0,4.321878461837604,0,1,0,1,0,0,0
11748,3984,178.93,3,18701.67,1,3,2,0,0,8,495.02,0,3,60,1393.03,2,0.6345,1,0,1,6,1,0,0,5.192567886364428,0,0,0,0,0,0,0
30591,3511,87.41,2,14041.89,0,2,1,0,0,9,491.23,4,2,203,222.57,2,0.87,0,1,4,1,1,0,0,4.481985085417713,1,0,0,1,0,0,0
28939,732,84.47,3,69365.97,2,1,2,0,0,13,401.29,0,0,168,196.15,1,0.924,1,1,23,6,1,0,0,4.448165437177926,1,0,1,0,0,0,0
23055,4704,271.48,1,79897.46,2,1,0,0,0,7,476.51,0,2,76,987.78,1,0.9656,0,1,14,4,0,1,0,5.607565216914378,1,0,0,0,0,0,0
40898,6021,66.24,0,70994.88,2,1,1,0,0,6,305.3,4,1,39,2414.7,2,0.6096,0,1,14,2,0,1,0,4.208268308540415,0,0,0,1,0,0,0
21764,5525,41.38,2,45909.75,0,1,0,0,0,5,154.78,3,0,92,4471.42,1,0.8152,0,0,4,4,1,0,0,3.746676552840153,1,0,0,1,0,0,0
5430,4141,179.86,1,86577.04,2,1,2,0,0,14,208.19,3,2,28,1964.78,2,0.5914,0,0,13,1,0,1,0,5.197723251312334,0,0,1,1,0,0,0
24388,3738,121.7,3,75438.92,0,1,3,0,0,1,420.44,2,1,79,1143.5,0,0.4669,1,0,12,5,0,1,0,4.809742351716865,0,0,0,1,0,0,1
11337,3736,5.13,1,23673.1,0,4,0,0,0,14,184.71,3,0,200,250.54,1,0.6322,0,0,2,2,1,0,1,1.81319474994812,0,0,1,1,0,0,0
39606,8727,19.05,1,97735.24,2,4,2,0,0,2,328.78,1,0,238,4377.76,1,0.9133,1,1,7,5,0,0,0,2.998229153752578,1,0,0,1,0,0,1
36985,3708,195.55,3,55334.53,2,2,4,0,0,5,91.57,2,2,227,3970.49,0,0.0233,0,0,18,0,0,0,0,5.280916851867869,0,1,0,1,0,0,0
26876,4223,3.25,3,92282.47,1,0,0,0,0,13,72.14,3,0,80,3863.2,0,0.9565,1,1,8,5,0,0,1,1.4469189829363254,1,0,1,1,0,0,1
38175,1489,31.76,2,39600.96,0,4,1,0,0,8,16.35,3,0,73,1389.62,0,0.0575,0,0,9,2,0,1,0,3.4892082589848687,0,1,0,1,0,0,0
25106,5340,310.51,1,13495.59,0,4,3,0,1,4,120.68,1,0,161,3022.76,0,0.6126,0,0,20,3,0,0,0,5.741431440440958,0,0,0,1,0,1,0
48340,1094,55.69,0,47860.23,0,4,3,0,0,4,361.64,1,1,108,2738.48,2,0.4662,0,0,0,3,1,0,0,4.037597828336212,0,0,0,1,0,0,0
7375,7247,102.73,0,58321.64,1,0,3,0,0,3,162.3,4,3,232,2153.59,0,0.8285,0,1,15,1,0,1,0,4.6417913694437365,1,0,0,1,0,0,0
48898,5186,118.37,2,54851.52,0,3,1,0,0,2,87.87,0,1,70,2515.74,2,0.8698,0,1,15,2,0,1,0,4.782227913106947,1,0,0,0,0,0,0
14377,4645,208.67,0,78200.62,1,3,0,0,0,8,168.75,3,1,50,3454.38,0,0.8184,0,0,5,0,1,0,0,5.345534866157148,1,0,0,1,0,0,0
29560,3869,72.87,2,19656.87,2,2,1,0,0,13,224.96,3,1,173,3012.32,0,0.0031,0,0,16,4,0,1,0,4.302306791540646,0,1,1,1,0,0,0
2449,3978,37.95,3,46544.08,1,1,0,0,0,12,408.7,3,0,211,3179.37,3,0.2918,1,0,23,5,1,0,0,3.6622787723167574,0,1,1,1,0,0,1
33045,8609,85.81,3,14813.64,1,3,3,0,0,9,55.04,3,2,190,4350.64,3,0.7793,0,0,20,4,0,0,0,4.463721822403716,1,0,0,1,0,0,0
45438,2806,14.65,0,11610.5,1,0,1,0,0,10,177.29,3,0,35,3533.39,3,0.0612,1,0,7,6,0,0,0,2.750470916986162,0,1,0,1,0,0,1
473,1360,13.96,1,24946.31,2,2,2,0,0,2,194.42,3,1,120,2061.93,1,0.1309,1,0,18,5,0,0,0,2.7053799725463312,0,1,0,1,0,0,1
12500,5998,49.13,2,40789.36,1,2,3,0,0,1,226.77,3,3,238,3686.03,0,0.99,0,1,14,4,0,1,0,3.914619631275412,1,0,0,1,0,0,0
45947,5000,189.67,0,14366.51,0,2,1,0,0,10,407.13,2,3,32,977.19,1,0.7493,0,0,7,4,0,0,0,5.250544185076353,1,0,0,1,0,0,0
16747,1324,133.31,1,22413.89,1,0,2,0,0,9,448.85,0,2,27,799.68,1,0.95,1,1,18,5,0,0,0,4.9001505609209834,1,0,0,0,0,0,0
11417,6959,144.9,3,62049.59,0,2,0,0,0,7,73.99,4,3,135,1697.13,2,0.6748,0,1,4,3,1,0,0,4.98292145552874,0,0,0,1,0,0,0
40077,1090,92.56,2,21480.12,1,0,4,0,0,7,320.15,0,1,77,3052.04,0,0.5991,1,0,4,5,1,0,0,4.538602941715978,0,0,0,0,0,0,0
32795,3081,312.89,3,49348.98,0,1,4,0,0,13,149.93,4,2,213,1501.44,1,0.6455,0,1,21,3,0,0,0,5.7490426060610655,0,0,1,1,0,0,0
36147,8813,24.49,2,47346.66,2,2,0,0,0,3,438.46,4,0,218,4439.19,2,0.2298,1,1,12,6,0,1,0,3.238286218388024,0,1,0,1,0,0,1
45271,4510,217.06,0,75734.31,0,3,1,0,0,10,213.65,4,0,17,4528.2,1,0.0534,1,1,16,6,0,1,0,5.384770254278235,0,1,0,1,0,0,1
33737,8951,42.69,1,23238.16,2,1,0,0,0,3,52.47,2,1,129,3500.02,0,0.9386,0,1,19,3,0,0,0,3.7771192429633444,1,0,0,1,0,0,0
14885,3849,273.16,3,58840.43,0,3,3,0,0,5,187.68,4,3,29,4508.33,2,0.004,1,1,20,6,0,0,0,5.613711877566353,0,1,0,1,0,0,1
19818,7514,22.75,0,49808.05,1,3,0,0,0,9,307.03,1,3,46,2936.03,3,0.2461,0,0,22,2,1,0,0,3.1675825304806504,0,1,0,1,0,0,0
49479,8630,158.93,1,18821.14,1,3,3,0,0,14,389.99,4,3,41,2879.63,2,0.9723,0,1,1,1,1,0,0,5.074736219502779,1,0,1,1,0,0,0
19065,6544,163.83,1,24295.49,2,0,0,0,0,10,434.89,0,0,181,2302.56,1,0.5925,1,0,1,6,1,0,0,5.1049146397432645,0,0,0,0,0,0,0
40181,3716,3.76,0,27468.2,0,1,3,0,0,14,382.31,3,2,48,917.17,2,0.216,0,0,2,2,1,0,1,1.5602476682433286,0,1,1,1,0,0,0
25851,2314,36.18,0,54487.24,0,4,3,0,1,6,339.5,4,1,159,2753.43,2,0.7494,1,1,14,6,0,1,0,3.6157709822932977,1,0,0,1,0,1,1
27676,8421,191.1,0,27883.54,1,2,4,0,0,12,269.41,1,2,1,639.39,2,0.5592,0,0,13,4,0,1,0,5.258016069774511,0,0,1,1,0,0,0
14938,5174,139.37,0,35672.28,2,4,3,1,0,10,108.91,3,1,36,2025.09,3,0.1199,0,0,1,0,1,0,0,4.944281793546234,0,1,0,1,1,0,0
17967,5222,49.79,2,45333.04,0,4,2,0,1,3,271.41,1,3,151,185.95,2,0.9989,0,1,20,2,0,0,0,3.9276994848131537,1,0,0,1,0,1,0
33470,142,247.55,2,97100.44,0,3,3,0,0,8,429.25,2,2,195,4335.7,2,0.84,0,0,8,3,0,0,0,5.515644032540681,1,0,0,1,0,0,0
28946,2510,179.54,3,23364.46,1,4,4,0,0,9,197.97,0,0,105,4291.34,1,0.5479,1,0,5,6,1,0,0,5.195952359870009,0,0,0,0,0,0,0
38983,52,94.37,0,24537.94,2,0,2,0,0,9,128.21,2,1,94,3202.41,2,0.7606,1,0,21,6,0,0,0,4.557764063590821,1,0,0,1,0,0,1
39199,3666,148.99,1,5913.54,2,4,2,0,1,12,72.49,1,1,80,1317.67,2,0.8866,0,1,14,1,0,1,0,5.010568625207268,1,0,1,1,0,1,0
18424,2169,44.53,0,6470.4,0,2,3,0,0,10,477.36,3,2,93,606.63,2,0.2073,1,0,9,5,0,1,0,3.818371449346691,0,1,0,1,0,0,1
43930,7475,133.89,3,32562.74,2,4,1,0,0,2,302.16,2,2,158,3365.03,1,0.5122,0,0,8,3,0,0,0,4.904459631481588,0,0,0,1,0,0,0
35976,4761,43.84,0,67221.87,0,2,2,1,0,12,108.29,3,3,185,4669.57,2,0.6036,0,0,16,4,0,1,0,3.8031005982039594,0,0,1,1,1,0,0
44003,8780,11.46,3,59639.79,1,2,4,0,1,5,478.84,0,2,205,3464.06,3,0.8632,1,1,9,6,0,1,0,2.522523513359307,1,0,0,0,0,1,0
36356,1808,33.47,2,79197.06,2,3,2,0,0,6,47.11,4,0,34,2387.4,2,0.7694,0,1,2,2,1,0,0,3.540089380528774,1,0,0,1,0,0,0
35079,2298,236.36,1,84252.6,2,2,4,0,0,3,420.66,4,3,114,4305.32,3,0.0051,1,1,18,5,0,0,0,5.469577975982566,0,1,0,1,0,0,1
19417,4343,174.51,3,35235.89,1,0,3,0,0,11,413.1,2,0,213,2518.55,2,0.687,1,0,6,6,0,0,0,5.167696021339599,0,0,1,1,0,0,1
44426,5581,88.93,1,96632.97,0,3,4,0,0,10,44.4,2,1,110,4248.12,2,0.1306,0,0,4,2,1,0,0,4.499031589926425,0,1,0,1,0,0,0
37347,2847,117.72,0,14771.34,2,0,1,0,0,6,267.87,0,2,128,2189.54,2,0.0653,0,0,16,2,0,1,0,4.77676777941907,0,1,0,0,0,0,0
18513,6321,12.6,3,52024.8,1,2,2,0,0,4,270.51,0,1,148,2158.66,1,0.5389,0,0,13,1,0,1,0,2.6100697927420065,0,0,0,0,0,0,0
17041,3264,150.18,1,85039.42,1,2,0,0,1,14,429.35,4,3,146,1395.71,2,0.0689,1,1,7,5,0,0,0,5.018471179864031,0,1,1,1,0,1,1
21749,8391,73.56,3,17495.95,0,1,3,0,0,11,174.39,1,1,194,1095.33,3,0.4573,0,0,12,3,0,1,0,4.311604170377335,0,0,1,1,0,0,0
10060,8962,95.52,2,18851.31,2,1,2,0,1,13,88.85,2,2,172,3494.61,3,0.2441,1,0,21,5,0,0,0,4.569750240756831,0,1,1,1,0,1,1
42367,2920,19.41,0,42832.22,1,4,1,0,0,4,162.25,4,1,114,2660.0,1,0.5043,0,1,21,1,0,0,0,3.0160249768217535,0,0,0,1,0,0,0
43726,235,108.33,1,98518.46,0,0,0,0,0,8,171.27,1,0,66,3232.75,0,0.1497,0,0,1,3,1,0,0,4.694370831446394,0,1,0,1,0,0,0
38549,6681,103.42,0,58395.28,1,0,2,0,0,14,401.43,4,3,234,2046.38,2,0.6396,0,1,4,4,1,0,0,4.648421227982406,0,0,1,1,0,0,0
2616,7316,43.69,3,75881.56,0,0,0,0,0,1,245.99,4,1,111,4374.76,3,0.8997,1,1,4,6,1,0,0,3.79974976294536,1,0,0,1,0,0,1
11561,6092,90.48,0,48730.55,1,0,1,0,0,5,296.72,4,0,146,4081.42,2,0.5813,1,1,10,6,0,1,0,4.516120369154581,0,0,0,1,0,0,1
32146,3175,171.0,1,78863.63,1,3,2,0,0,6,244.53,2,2,26,4526.13,3,0.6095,0,0,11,4,0,1,0,5.147494476813453,0,0,0,1,0,0,0
38701,8904,179.57,1,38887.79,2,2,3,0,0,5,105.92,2,0,114,4923.49,2,0.0593,0,0,9,4,0,1,0,5.1961185142277895,0,1,0,1,0,0,0
17004,2644,19.47,3,67321.01,0,2,1,0,0,14,363.23,2,1,78,3432.38,0,0.7822,1,0,10,6,0,1,0,3.018960399673198,1,0,1,1,0,0,1
42672,6617,93.11,3,73205.47,2,3,2,0,0,1,392.37,3,2,205,496.45,3,0.6583,0,0,22,4,1,0,0,4.544464310870697,0,0,0,1,0,0,0
48301,4214,15.86,0,42541.48,2,1,2,0,0,7,266.85,0,3,236,4739.93,3,0.229,0,0,3,3,1,0,0,2.8249439525737094,0,1,0,0,0,0,0
946,7511,313.69,3,60390.01,2,3,4,0,0,13,112.77,3,2,168,1095.28,0,0.5333,1,0,11,5,0,1,0,5.7515880272706,0,0,1,1,0,0,1
2994,6855,99.63,3,65079.41,0,0,4,0,0,8,234.49,0,0,169,3616.46,0,0.3958,0,0,10,0,0,1,0,4.611450423945242,0,0,0,0,0,0,0
7995,5298,80.8,3,96072.96,2,4,4,0,0,1,289.71,2,0,171,1686.71,1,0.4637,1,0,20,6,0,0,0,4.404277243608702,0,0,0,1,0,0,1
36528,5063,219.37,3,43518.5,2,0,1,0,0,2,75.6,2,2,39,2131.9,2,0.4875,0,0,13,2,0,1,0,5.395307951861665,0,0,0,1,0,0,0
41262,8384,17.92,1,90670.55,1,2,0,0,0,3,497.04,2,0,13,915.84,3,0.3211,1,0,2,5,1,0,0,2.9402195636237325,0,0,0,1,0,0,1
40276,773,116.24,1,8732.24,0,0,0,0,1,9,238.83,1,1,96,10.81,2,0.3735,0,0,3,0,1,0,0,4.764223115842691,0,0,0,1,0,1,0
30079,1924,18.4,0,74934.55,1,3,1,0,0,7,387.27,2,3,112,141.36,1,0.6092,1,0,3,5,1,0,0,2.9652730660692823,0,0,0,1,0,0,1
8176,564,3.78,3,62386.55,1,2,0,0,0,10,367.64,4,3,123,2205.18,1,0.7184,1,1,20,5,0,0,1,1.5644405465033644,1,0,0,1,0,0,1
24267,7668,82.48,1,99589.13,0,0,3,0,1,4,154.52,4,2,223,3388.51,0,0.0644,1,1,20,5,0,0,0,4.4246070822090005,0,1,0,1,0,1,1
36454,1445,387.67,1,69456.64,1,2,2,0,0,10,12.21,1,2,120,2160.4,3,0.6648,0,0,17,4,0,1,0,5.962730654534883,0,0,0,1,0,0,0
44197,1909,336.91,3,93663.44,0,4,1,0,0,2,225.11,4,1,130,905.06,3,0.0267,1,1,18,6,0,0,0,5.822779587836936,0,1,0,1,0,0,1
46398,8178,81.6,0,66003.9,2,1,0,0,0,10,57.34,1,0,116,1379.63,2,0.4084,1,0,17,5,0,1,0,4.414009680526933,0,0,0,1,0,0,1
9348,6264,84.3,3,5771.7,1,4,2,0,0,8,100.97,2,0,175,7.65,3,0.5525,0,0,14,2,0,1,0,4.446174454497633,0,0,0,1,0,0,0
8185,3347,49.69,3,75996.04,1,4,0,0,0,12,349.1,1,0,1,2679.34,3,0.6347,0,0,23,2,1,0,0,3.925728652484258,0,0,1,1,0,0,0
11884,1141,8.67,2,61434.23,2,3,3,0,0,2,308.9,0,2,176,4337.86,1,0.1257,0,0,16,1,0,1,1,2.269028309465203,0,1,0,0,0,0,0
4946,5273,4.25,1,29294.71,1,1,0,0,0,9,250.96,0,1,98,4821.68,1,0.2699,1,0,23,5,1,0,1,1.6582280766035324,0,1,0,0,0,0,0
23402,6839,22.35,2,34500.75,0,4,1,0,1,2,342.71,2,0,135,2343.1,1,0.3615,0,0,23,4,1,0,0,3.150596984114906,0,0,0,1,0,1,0
23013,101,118.32,2,19398.96,2,0,3,0,0,6,288.03,2,0,192,4694.75,1,0.9941,0,1,17,2,0,1,0,4.781808959646548,1,0,0,1,0,0,0
7238,141,57.88,0,63432.34,2,4,3,0,0,10,268.39,4,1,57,4461.43,2,0.2462,0,1,13,4,0,1,0,4.075501474420621,0,1,0,1,0,0,0
11922,3852,88.28,0,64039.79,2,4,4,0,0,6,292.3,1,1,74,1416.13,3,0.8168,0,0,9,4,0,1,0,4.491777498633001,1,0,0,1,0,0,0
23263,5609,137.41,0,17755.97,2,2,2,0,0,10,19.2,2,0,95,55.1,3,0.3625,0,0,17,2,0,1,0,4.930220294908611,0,0,0,1,0,0,0
20517,3044,120.91,1,933.12,1,4,2,0,0,4,20.01,2,2,186,1197.14,3,0.4449,0,0,6,3,0,0,0,4.803283067577055,0,0,0,1,0,0,0
5064,4919,89.34,1,70364.35,1,2,2,0,0,9,384.34,4,0,194,2949.17,1,0.5403,1,1,15,6,0,1,0,4.503580330226458,0,0,0,1,0,0,1
40086,8099,30.89,3,37112.35,1,2,1,0,1,10,498.99,1,3,140,2402.43,3,0.8337,0,0,19,2,0,0,0,3.4622924810219664,1,0,0,1,0,1,0
34305,4472,77.26,3,26572.89,0,0,2,0,0,7,303.69,2,2,142,455.47,2,0.7095,0,0,12,1,0,1,0,4.360036616782266,1,0,0,1,0,0,0
47936,1858,155.34,3,11859.65,1,0,1,0,1,14,85.1,3,3,218,1031.01,0,0.6225,0,0,20,3,0,0,0,5.052033122792184,0,0,1,1,0,1,0
40371,5805,368.93,3,68242.77,2,4,3,0,0,12,61.08,4,1,35,3195.33,2,0.5653,1,1,4,6,1,0,0,5.913313798550549,0,0,1,1,0,0,1
13848,2217,130.33,1,30010.32,0,1,4,0,0,14,243.06,1,2,163,1838.11,3,0.0258,1,0,4,5,1,0,0,4.877713239597068,0,1,1,1,0,0,1
6870,8488,46.06,3,89235.3,1,2,4,0,0,10,430.95,2,2,128,3211.72,1,0.233,0,0,13,1,0,1,0,3.8514233832992164,0,1,0,1,0,0,0
34596,1331,197.22,2,40575.78,2,4,1,0,0,7,37.19,0,0,115,2924.88,2,0.6462,0,0,9,2,0,1,0,5.289377524978562,0,0,0,0,0,0,0
23645,6965,71.02,0,23976.92,2,4,1,0,0,8,227.09,0,2,192,1582.39,2,0.9768,0,1,4,2,1,0,0,4.276943858220729,1,0,0,0,0,0,0
15693,7903,12.8,2,99464.38,0,3,1,0,0,3,286.14,4,2,221,4409.8,1,0.3271,1,1,8,6,0,0,0,2.624668592163159,0,0,0,1,0,0,1
14336,5529,185.64,2,53451.65,1,1,4,0,0,14,158.54,3,1,196,2571.14,1,0.0554,1,0,8,6,0,0,0,5.229181627713174,0,1,1,1,0,0,1
48920,5625,16.27,0,5514.87,0,1,0,0,0,6,57.56,0,3,88,1856.75,2,0.8025,0,0,15,4,0,1,0,2.848970892158587,1,0,0,0,0,0,0
